eeincome1,erbmi,erhhch,erspemch,ertpreat,ertseat,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eugroshp,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm
1,18.4,3,-1,120,0,-1,1,2,1,1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,35.299999,3,-1,30,10,-1,2,1,1,3,2,-1,-1,1,3,1,2,3,-1,1,3,2
1,25.1,3,-1,120,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,4,2
3,23.200001,3,-1,65,18,2,1,1,2,-1,1,1,2,1,1,1,2,1,1,1,4,2
2,23,3,5,70,0,-1,1,2,1,4,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
1,24.299999,3,5,156,0,-1,1,2,1,3,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
2,39.900002,3,-1,20,0,1,1,2,2,-1,1,4,2,1,1,1,2,1,1,1,1,2
2,19.5,3,-1,10,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
2,35.900002,3,2,80,2,-1,2,1,1,7,1,1,2,2,1,1,2,1,-1,1,1,2
1,39.200001,3,-1,10,0,-1,1,2,1,7,1,4,1,1,1,1,2,1,2,1,2,2
1,23.5,3,5,60,0,2,1,2,1,3,1,5,2,1,2,-1,-1,2,1,-1,-1,-1
1,28.700001,3,5,75,15,-1,1,1,1,3,1,1,2,1,2,1,2,3,2,-1,-1,2
1,29.4,3,2,45,285,-1,2,1,1,6,1,2,2,1,2,1,2,3,-1,-1,-1,2
1,25.799999,3,5,120,0,-1,2,2,1,6,2,-1,-1,1,1,1,2,3,-1,2,1,1
1,32.200001,3,5,60,0,-1,2,2,1,2,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,26.6,3,5,195,0,1,1,2,1,3,2,-1,-1,1,1,1,2,1,1,1,3,2
1,19.1,3,-1,135,0,-1,1,2,1,5,2,-1,-1,1,1,1,2,1,2,1,3,2
1,19.799999,3,1,90,5,-1,1,1,1,7,1,3,1,1,1,1,2,1,2,1,3,2
2,30.700001,3,3,0,15,-1,2,1,2,-1,2,-1,-1,2,2,-1,-1,2,-1,-1,-1,-1
2,24.4,3,-1,210,120,3,1,1,1,5,1,4,2,3,1,1,2,1,1,2,2,1
2,27.299999,1,-1,30,20,2,1,1,2,-1,1,7,2,1,1,1,2,1,1,1,5,2
1,21,3,-1,140,0,-1,1,2,1,2,1,4,2,1,1,1,2,1,2,1,4,2
1,36.400002,3,-1,45,0,-1,1,2,1,7,1,3,2,1,1,1,2,1,2,2,1,2
1,26.6,3,-1,60,0,-1,2,2,2,-1,1,2,1,1,1,1,2,1,-1,4,2,2
1,25.700001,3,-1,90,30,-1,2,1,1,2,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,34.299999,3,-1,60,5,1,1,1,1,4,1,5,1,1,1,1,2,1,1,1,2,1
1,30.700001,3,5,75,30,1,1,1,2,-1,1,2,2,1,3,1,2,3,1,3,4,1
2,19.6,3,-1,80,15,-1,1,1,1,4,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
1,27.4,3,5,60,0,-1,1,2,2,-1,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
3,32,3,5,90,5,-1,2,1,1,7,1,3,1,1,3,1,2,1,-1,1,1,2
1,31.1,3,5,75,0,-1,2,1,1,7,1,1,2,1,1,1,2,1,-1,1,1,2
1,23.6,3,5,60,15,-1,1,1,1,11,1,2,2,1,3,-1,-1,2,2,1,1,-1
1,18.200001,2,-1,0,10,-1,2,1,1,1,1,1,2,1,1,1,2,1,-1,1,3,2
2,19.799999,3,-1,0,20,-1,2,1,2,-1,1,1,2,1,1,-1,-1,2,-1,1,1,-1
1,24,3,5,40,5,-1,1,1,1,6,1,2,2,1,1,1,2,1,2,1,3,2
1,36.900002,3,-1,0,60,2,1,1,1,3,1,2,2,1,1,1,2,1,1,1,4,2
1,35.900002,3,5,60,12,1,1,1,2,-1,1,6,2,1,3,1,2,3,1,2,2,2
1,29.799999,3,5,45,5,-1,2,1,1,3,1,2,2,1,1,1,2,1,-1,1,1,2
1,23.700001,3,1,60,0,-1,2,2,1,5,1,1,2,1,3,1,2,1,-1,1,1,2
2,25.799999,3,-1,158,0,2,1,2,1,2,2,-1,-1,1,1,1,2,1,1,1,1,2
1,31.5,3,5,160,0,-1,1,2,1,7,2,-1,-1,1,1,1,2,1,2,1,2,2
2,21.6,3,-1,45,30,-1,1,1,2,-1,2,-1,-1,2,1,-1,-1,2,2,1,1,-1
1,21.6,3,5,145,20,2,1,1,2,-1,1,2,1,1,1,2,2,1,1,3,1,-1
1,21.4,3,5,60,30,-1,1,1,1,3,2,-1,-1,1,1,-1,-1,2,2,1,2,-1
1,24.1,3,1,60,0,2,1,2,1,1,2,-1,-1,1,1,1,2,1,1,1,3,1
1,24.4,3,3,0,40,-1,1,1,1,2,2,-1,-1,1,3,1,2,3,2,1,3,2
1,22.6,3,-1,30,15,-1,1,1,1,4,2,-1,-1,1,1,1,2,1,2,1,3,2
1,27.9,3,-1,110,2,-1,2,1,1,3,-2,-1,-1,1,1,2,2,1,-1,1,2,-1
2,21,3,5,90,0,2,1,2,2,-1,1,2,2,2,1,2,2,1,1,1,3,-1
1,22.6,3,-1,60,10,-1,1,1,1,7,2,-1,-1,1,1,1,2,1,2,1,3,2
1,39.900002,3,5,65,10,1,1,1,1,5,1,2,2,1,1,1,2,1,1,1,3,2
2,31.1,3,-1,70,30,2,1,1,1,5,2,-1,-1,1,1,1,2,1,1,2,4,1
1,25.799999,3,-1,150,0,2,1,2,2,-1,1,3,2,1,1,1,2,1,1,1,2,1
2,24,3,5,60,5,2,1,1,1,3,1,2,2,1,1,1,2,1,1,1,1,2
2,32.599998,3,-1,30,30,-1,1,1,2,-1,1,5,2,1,1,1,2,1,2,2,1,2
1,25.799999,3,1,75,480,2,1,1,1,7,1,7,1,1,2,-1,-1,2,1,-1,-1,-1
1,36.799999,3,5,90,20,-1,1,1,2,-1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,24.5,3,5,20,15,-1,1,1,2,-1,2,-1,-1,1,1,1,2,1,2,2,2,2
2,22.9,3,-1,35,0,2,1,2,1,6,2,-1,-1,1,1,1,2,1,1,1,1,2
1,24.799999,3,-1,60,5,-1,2,1,1,14,2,-1,-1,1,1,1,2,1,-1,2,4,2
1,24,3,5,35,0,-1,2,2,2,-1,2,-1,-1,2,1,1,2,1,-1,1,2,2
2,23.6,3,5,30,8,-1,2,1,1,7,1,1,1,2,1,1,2,1,-1,2,1,1
2,24.700001,2,-1,0,20,2,1,1,2,-1,1,3,2,1,1,1,2,1,1,1,1,2
1,29.700001,3,5,120,25,1,1,1,2,-1,1,1,1,1,2,-1,-1,2,1,-1,-1,-1
2,23.200001,3,-1,70,0,2,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,2,1,2
1,25.4,3,5,15,0,-1,2,2,2,-1,1,3,2,1,3,1,2,1,-1,1,2,2
2,22.299999,3,-1,20,0,2,1,2,2,-1,1,4,2,1,1,-1,-1,2,1,1,3,-1
1,25.1,3,-1,0,178,-1,2,1,1,7,1,3,1,1,2,-1,-1,2,-1,-1,-1,-1
1,18.799999,3,5,30,15,-1,1,1,1,5,2,-1,-1,1,1,1,2,1,2,-2,-1,2
2,27.4,3,-1,30,0,2,1,2,1,1,1,5,1,1,1,1,2,1,1,1,-2,2
1,-1,3,5,90,45,-1,2,1,2,-1,1,3,2,1,3,-1,-1,2,-1,2,6,-1
2,29.1,3,-1,35,0,-1,2,2,1,2,1,2,2,2,1,1,2,1,-1,2,1,2
1,20,3,5,75,20,-1,1,1,1,5,1,2,2,1,1,1,2,1,2,2,1,1
1,26.6,3,5,105,0,2,1,2,1,1,1,2,2,1,1,1,2,3,1,1,2,2
1,33.5,3,-1,35,10,2,1,1,2,-1,1,7,1,1,1,2,2,1,1,2,2,-1
1,27.299999,3,3,50,0,-1,2,2,1,3,1,2,2,1,2,-1,-1,2,-1,-1,-1,-1
1,32.299999,3,5,75,0,1,1,2,2,-1,1,2,2,1,1,1,2,1,1,1,2,2
2,18.6,3,5,120,1,-1,2,1,1,1,2,-1,-1,3,1,2,2,3,-1,1,2,-1
1,33.400002,3,5,115,0,-1,1,2,2,-1,1,4,1,1,1,1,2,1,2,1,2,2
1,23.5,3,-1,85,3,-1,2,1,2,-1,1,2,1,1,2,-1,-1,2,-1,-1,-1,-1
3,22,3,-1,175,10,-1,1,1,1,3,2,-1,-1,1,1,2,2,1,2,1,2,-1
1,20.9,3,5,110,0,2,1,2,2,-1,1,3,1,1,3,-1,-1,2,1,1,5,-1
1,-1,3,-1,30,575,1,1,1,2,-1,2,-1,-1,1,1,-1,-1,2,1,2,2,-1
1,25.799999,3,5,30,10,-1,1,1,1,2,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
2,29.5,2,-1,15,0,2,1,2,2,-1,1,6,1,1,2,-1,-1,2,1,-1,-1,-1
1,20.9,3,5,135,4,-1,2,1,1,9,1,2,2,1,1,2,2,3,-1,2,1,-1
1,36.299999,3,5,105,60,-1,1,1,1,2,1,2,2,1,3,1,2,1,2,2,2,2
1,21.4,3,-1,20,10,-1,2,1,1,6,1,3,2,1,1,1,2,1,-1,2,2,2
1,25.6,3,-1,25,0,-1,2,2,1,2,2,-1,-1,1,1,1,2,1,-1,1,6,2
2,29.5,3,-1,60,0,2,1,2,1,2,2,-1,-1,1,1,1,2,1,1,1,1,2
1,36,3,-1,10,0,2,1,2,1,4,2,-1,-1,1,3,-1,-1,2,1,3,1,-1
2,33,3,5,60,10,-1,2,1,2,-1,1,4,1,1,2,1,2,1,-1,-1,-1,2
1,25.799999,3,5,135,11,-1,1,1,2,-1,1,11,2,1,2,-1,-1,2,2,-1,-1,-1
2,30.4,3,2,60,0,-1,1,2,2,-1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,34,3,5,105,5,2,1,1,1,3,1,1,2,1,2,-1,-1,2,1,-1,-1,-1
2,24,3,-1,90,30,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,5,1,1
2,23.6,3,5,20,10,-1,1,1,1,3,1,2,1,1,2,2,2,3,2,-1,-1,-1
1,27.299999,3,-1,50,15,-1,2,1,1,4,1,7,1,1,1,1,2,1,-1,1,2,2
2,31.200001,3,-1,60,10,-1,1,1,1,6,1,1,1,1,1,1,2,1,2,1,3,1
2,-1,3,-1,90,0,-1,2,2,1,3,2,-1,-1,2,1,1,2,1,-1,1,2,2
1,26.4,3,-1,75,10,-1,2,1,1,4,2,-1,-1,1,1,1,2,1,-1,1,3,2
2,24.799999,2,4,20,0,2,1,2,2,-1,1,3,2,2,1,1,2,1,1,1,1,2
1,29.1,3,-1,91,20,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2
2,34.5,3,5,165,0,-1,1,2,2,-1,1,14,2,1,3,-1,-1,2,2,1,1,-1
1,19.1,3,5,52,0,-1,1,2,1,4,1,2,2,1,1,1,2,1,2,1,1,2
3,22.700001,3,-1,20,0,-1,1,2,2,-1,1,1,2,2,1,2,2,1,2,1,2,-1
1,27.4,3,5,75,150,-1,1,1,2,-1,1,2,2,1,3,1,2,3,2,1,2,1
1,19.200001,3,-1,50,209,-1,2,1,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,37.299999,3,-1,150,165,2,1,1,2,-1,1,6,1,1,1,1,2,1,1,1,2,2
1,23.9,3,-1,30,15,-1,1,1,2,-1,1,2,2,1,1,2,2,1,2,2,1,-1
2,22.9,3,5,15,0,2,1,2,1,4,1,2,1,3,3,1,2,3,1,3,2,1
1,24.5,3,5,85,10,2,1,1,1,4,1,4,1,1,1,1,2,1,1,1,2,2
1,33.400002,3,5,90,30,-1,2,1,1,4,1,1,2,1,1,1,2,1,-1,2,1,2
1,25.4,3,-1,40,10,-1,2,1,1,5,2,-1,-1,1,1,1,2,1,-1,1,4,2
-2,25.799999,3,5,80,10,-1,2,1,2,-1,2,-1,-1,1,1,1,2,3,-1,1,5,2
2,26.299999,3,-1,45,60,-1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2
2,30.6,3,3,80,10,-1,1,1,1,2,2,-1,-1,1,2,2,2,1,2,-1,-1,-1
1,23.4,3,-1,20,0,-1,2,2,1,2,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
2,-1,3,3,30,15,-1,1,1,1,7,1,2,1,1,1,1,2,1,2,2,1,1
2,30.4,3,-1,3,0,1,1,2,1,3,2,-1,-1,1,1,1,2,1,1,2,2,2
1,-1,3,5,90,0,-1,2,2,1,7,1,1,2,1,2,1,2,3,-1,-1,-1,2
1,33.200001,3,5,60,0,1,1,2,1,3,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,26.6,1,-1,100,20,1,1,1,1,3,1,3,1,1,1,1,2,1,1,1,2,2
2,-1,3,-1,65,10,-1,1,1,1,7,2,-1,-1,1,1,1,2,1,2,1,1,2
1,25.799999,3,-1,0,10,-1,1,1,2,-1,1,3,1,1,1,1,2,1,2,2,1,2
1,-1,3,5,90,10,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2
1,28.299999,3,5,0,15,-1,2,1,2,-1,1,1,2,1,1,1,2,1,-1,1,2,2
1,20.6,3,5,90,0,-1,2,2,2,-1,1,1,2,1,1,1,2,3,-1,2,3,2
2,23.4,3,-1,30,0,-1,1,2,2,-1,1,2,2,1,1,1,1,1,2,1,2,2
1,28.299999,3,-1,30,30,-1,1,1,1,4,1,1,2,1,1,1,2,1,2,1,1,2
1,29.200001,3,5,125,0,-1,2,2,2,-1,2,-1,-1,1,2,1,2,3,-1,-1,-1,2
2,47.400002,3,5,45,10,-1,2,1,2,-1,1,3,1,1,2,1,2,1,-1,-1,-1,2
1,20.4,3,5,75,15,-1,1,1,1,6,1,2,1,1,1,-1,-1,2,2,2,1,-1
1,19.1,3,5,75,15,-1,1,1,2,-1,1,1,2,1,1,1,2,1,2,3,1,2
2,25.799999,3,5,40,0,-1,2,2,2,-1,1,2,2,1,1,2,2,1,-1,1,3,-1
3,24.200001,3,-1,122,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
2,23.299999,3,5,45,0,2,1,2,1,7,2,-1,-1,1,3,-1,-1,2,1,1,-2,-1
1,31.799999,3,5,15,16,-1,1,1,2,-1,2,-1,-1,1,3,1,2,3,2,1,1,1
2,26.6,3,-1,40,0,-1,1,2,1,3,1,2,2,1,1,1,2,1,2,1,2,2
2,24.4,3,2,60,12,2,1,1,2,-1,1,2,1,1,2,-1,-1,2,1,-1,-1,-1
2,21.9,3,-1,39,60,2,1,1,2,-1,2,-1,-1,2,1,1,2,1,1,1,3,2
-2,25,3,5,140,40,-1,2,1,2,-1,1,3,2,1,1,1,2,1,-1,1,2,2
1,23.6,1,5,80,0,-1,2,2,1,7,2,-1,-1,1,1,1,2,3,-1,2,6,2
1,28.200001,3,5,25,0,2,1,2,2,-1,2,-1,-1,1,3,1,2,1,1,1,2,2
1,22.9,3,5,50,25,-1,1,1,1,3,1,2,2,1,1,1,2,1,2,1,2,2
2,36,1,5,45,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,29,3,5,55,0,-1,1,2,1,2,1,4,1,1,2,-1,-1,2,2,-1,-1,-1
2,43.599998,3,-1,0,20,-1,2,1,2,-1,1,2,2,1,1,1,2,1,-1,1,2,1
1,23.4,3,5,25,15,1,1,1,1,3,1,5,2,1,1,1,2,1,1,1,2,2
2,37.099998,2,5,60,80,-1,1,1,1,5,1,6,2,1,1,-1,-1,2,2,1,1,-1
3,23.4,3,3,42,2,1,1,1,2,-1,2,-1,-1,1,3,-1,-1,2,1,1,2,-1
2,32.299999,3,-1,30,0,-1,2,2,2,-1,1,1,2,1,3,1,2,3,-1,3,1,2
1,35.599998,3,-1,75,2,-1,1,1,2,-1,1,4,1,1,1,1,2,1,2,1,-2,2
1,25.5,3,-1,60,15,-1,1,1,2,-1,1,3,1,1,1,1,2,1,2,2,6,2
2,22.299999,3,5,30,10,-1,2,1,1,1,2,-1,-1,1,1,1,2,1,-1,2,1,2
1,25.700001,3,5,45,0,-1,1,2,2,-1,1,1,2,1,2,1,2,3,2,-1,-1,2
3,22.9,3,5,90,15,-1,1,1,1,5,2,-1,-1,1,1,1,2,1,2,1,2,2
2,29.4,3,-1,90,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,1,2
1,19.9,3,-1,120,0,-1,2,2,1,7,1,3,2,1,2,-1,-1,2,-1,-1,-1,-1
1,20.799999,3,5,40,120,-1,1,1,1,7,2,-1,-1,1,3,1,2,3,2,1,2,2
1,-1,3,-1,100,3,-3,1,1,2,-1,1,7,1,1,1,2,2,1,1,1,1,-1
1,28.200001,3,5,165,0,-1,1,2,1,4,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,24.1,3,-1,40,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,3,1,2
2,39.099998,3,-1,60,7,2,1,1,1,7,1,2,2,1,1,1,2,1,1,1,1,2
1,29,3,-1,75,2,-1,2,1,1,4,1,3,2,1,2,-1,-1,2,-1,-1,-1,-1
1,21.5,3,-1,60,15,-1,1,1,1,3,1,2,2,1,1,1,2,1,2,1,2,2
2,34.5,3,5,0,25,2,1,1,2,-1,2,-1,-1,1,3,-1,-1,2,1,3,2,-1
2,39.900002,1,-1,15,0,2,1,2,2,-1,1,1,2,1,1,1,2,1,1,2,4,1
1,34,3,1,180,5,-1,1,1,1,2,2,-1,-1,1,1,1,2,1,2,1,2,2
1,25.1,3,-1,0,135,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,1,2,2
2,26.4,1,5,30,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
2,26,3,-1,110,0,-1,2,2,1,2,1,5,2,2,2,-1,-1,2,-1,-1,-1,-1
2,27.4,3,-1,35,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,1,2,2
2,27.299999,3,4,65,0,2,1,2,2,-1,1,2,1,1,2,1,2,3,1,-1,-1,2
1,22.5,3,5,165,0,-1,1,2,1,4,1,3,2,1,1,1,2,1,2,2,6,2
2,23.1,3,-1,60,11,2,1,1,1,4,1,2,2,1,3,-1,-1,2,1,3,1,-1
1,30,3,5,60,0,2,1,2,2,-1,1,2,2,1,2,-1,-1,2,1,-1,-1,-1
1,20.1,3,5,90,10,1,1,1,1,1,2,-1,-1,1,1,1,2,1,1,1,3,2
2,27.299999,3,-1,30,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,1,2
1,29.799999,3,-1,20,350,-1,1,1,2,-1,1,7,1,1,1,2,2,1,2,2,1,-1
1,24,3,-1,40,0,-1,1,2,2,-1,1,1,1,1,1,1,2,3,2,1,1,1
2,33.700001,3,-1,60,15,2,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,1,6,2
1,22.5,3,2,35,10,-1,1,1,2,-1,1,2,2,1,3,1,2,3,2,1,1,2
1,22.200001,3,5,20,165,-1,1,1,1,5,1,2,2,1,1,1,2,3,2,2,1,2
1,33.700001,3,-1,20,60,2,1,1,1,3,1,3,1,1,2,-1,-1,2,1,-1,-1,-1
-2,23.4,3,-1,60,165,2,1,1,1,7,2,-1,-1,1,1,1,2,1,1,2,1,2
2,26.9,3,-1,90,0,-1,1,2,2,-1,1,5,1,1,2,-1,-1,2,2,-1,-1,-1
1,27,3,5,60,45,1,1,1,2,-1,1,6,2,1,1,1,2,1,1,1,1,2
1,24.200001,3,5,60,2,-1,1,1,1,4,2,-1,-1,1,1,1,2,1,2,1,1,2
1,29.200001,3,-1,90,0,2,1,2,1,6,2,-1,-1,1,1,1,2,1,1,1,4,2
1,27.5,3,-1,65,15,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,6,2
1,20.4,3,-1,40,5,-1,1,1,1,5,2,-1,-1,1,1,1,2,1,2,1,2,2
1,23,3,-1,130,0,2,1,2,2,-1,1,4,2,1,1,1,2,1,1,1,3,2
1,28.200001,3,-1,30,20,-1,1,1,1,6,2,-1,-1,1,1,1,2,1,2,1,2,2
1,28.200001,3,5,133,0,1,1,2,1,4,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
2,24.700001,3,-1,85,0,2,1,2,2,-1,2,-1,-1,1,1,2,2,1,1,2,2,-1
2,37.799999,3,-1,40,20,-1,1,1,1,5,2,-1,-1,1,1,1,2,3,2,2,4,2
2,25.6,3,-1,10,0,-1,1,2,1,3,2,-1,-1,1,1,2,2,1,2,1,1,-1
1,29,3,-1,60,10,1,1,1,1,4,1,3,2,1,1,1,2,1,1,1,1,2
1,23,3,-1,55,60,2,1,1,2,-1,1,1,2,1,1,1,2,1,1,2,1,2
1,23.1,3,-1,35,0,2,1,2,1,7,2,-1,-1,1,1,2,2,1,1,1,2,-1
2,35.200001,3,-1,90,30,-1,1,1,1,3,2,-1,-1,2,1,1,2,1,2,1,2,2
1,24.1,3,-1,30,0,-1,1,2,1,3,1,5,2,2,1,-1,-1,2,2,1,4,-1
1,19.6,3,-1,50,3,-1,1,1,1,4,2,-1,-1,1,1,1,2,1,2,1,2,2
1,37.799999,3,5,75,0,-1,1,2,2,-1,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
2,-1,3,-1,75,0,-1,1,2,1,5,2,-1,-1,1,1,1,1,1,2,1,1,1
1,24.9,3,-1,180,0,-1,1,2,1,7,2,-1,-1,1,1,1,2,1,2,1,2,2
1,20.1,3,5,0,25,-1,1,1,1,12,1,2,2,1,1,1,2,1,2,2,2,2
1,25.1,3,-1,15,5,2,1,1,1,7,2,-1,-1,1,2,1,2,3,1,-1,-1,2
3,22,3,5,30,120,2,1,1,2,-1,2,-1,-1,2,1,1,2,1,1,1,3,2
1,21.9,3,-1,80,5,-1,2,1,1,4,1,2,2,1,1,1,2,1,-1,1,3,2
2,36.599998,3,-1,45,0,-1,1,2,1,7,2,-1,-1,2,1,1,2,1,2,2,2,2
1,21,3,1,160,2,-1,1,1,1,4,1,2,1,1,1,1,2,1,2,1,3,2
1,20.700001,3,-1,91,263,1,1,1,1,4,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,26.6,3,5,75,0,-1,2,2,2,-1,1,1,1,1,1,1,2,1,-1,1,1,2
3,32.200001,3,-1,65,0,2,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,1,2,2
1,21.1,3,5,150,0,-1,1,2,1,7,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,23,3,5,25,6,-1,1,1,1,6,2,-1,-1,1,3,1,2,1,2,1,1,1
1,28.5,3,5,60,5,1,1,1,1,7,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,32.299999,3,-1,75,0,1,1,2,1,3,1,7,1,1,1,1,2,1,1,1,4,2
1,18.9,1,-1,110,60,-1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,6,2
1,26.5,3,2,30,15,2,1,1,1,4,1,4,1,1,2,1,2,1,1,-1,-1,2
2,34.700001,3,-1,50,20,3,1,1,1,2,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,35.599998,3,-1,90,10,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,1,2,2
1,20.5,3,-1,60,0,-1,1,2,1,7,1,2,1,1,1,1,2,1,2,1,6,2
2,36.599998,3,-1,50,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
2,45.400002,3,5,45,30,-1,1,1,2,-1,1,6,1,1,1,-1,-1,2,2,1,6,-1
1,25.4,3,5,15,6,1,1,1,2,-1,-2,-1,-1,1,1,1,2,1,1,2,1,2
1,26,3,-1,20,0,-1,1,2,1,3,2,-1,-1,1,2,1,2,1,2,-1,-1,2
2,32.400002,3,-1,70,0,-1,1,2,2,-1,1,1,2,1,1,1,2,1,2,1,2,2
2,20.799999,3,-1,41,10,-1,1,1,2,-1,2,-1,-1,1,2,1,2,1,2,-1,-1,2
2,29.9,3,5,30,0,2,1,2,1,5,1,1,2,1,1,2,2,1,1,1,2,-1
1,28.700001,3,-1,90,6,2,1,1,2,-1,1,1,2,1,1,1,2,1,1,1,5,2
2,38.5,3,-1,15,30,2,1,1,2,-1,1,1,2,1,3,-1,-1,2,1,1,2,-1
1,23.1,3,5,90,0,-1,1,2,1,4,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
2,25.799999,3,5,60,41,2,1,1,2,-1,1,2,2,1,2,-1,-1,2,1,-1,-1,-1
2,26.5,3,5,75,5,-1,2,1,2,-1,1,5,2,1,3,1,2,3,-1,1,2,1
2,49.099998,3,-1,150,2,-1,2,1,1,1,1,1,2,2,1,1,2,1,-1,2,2,2
2,31.799999,3,-1,105,10,-1,1,1,1,7,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,23,3,5,83,2,-1,2,1,1,14,1,1,2,1,1,1,2,1,-1,1,2,1
2,26.6,3,5,20,0,-1,2,2,1,4,2,-1,-1,1,3,1,2,3,-1,1,4,2
1,23.200001,3,-1,80,15,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,1,2,2
2,27.4,3,-1,0,15,1,1,1,2,-1,1,2,2,1,1,1,2,1,1,2,2,2
1,36.299999,3,5,30,10,-1,1,1,1,6,2,-1,-1,1,1,1,2,1,2,3,1,1
2,36.200001,3,5,68,0,2,1,2,2,-1,2,-1,-1,1,3,1,2,3,1,1,2,2
2,21,3,-1,50,0,2,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,1,1,2
1,26.6,3,5,45,0,-1,2,2,1,4,1,2,2,1,2,1,2,1,-1,-1,-1,2
1,28.200001,3,5,180,30,2,1,1,2,-1,1,7,1,1,1,1,2,1,1,1,2,2
1,26.6,3,-1,30,10,1,1,1,2,-1,2,-1,-1,1,1,2,2,1,1,1,2,-1
1,32.599998,3,5,80,0,-1,2,2,1,5,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
1,23.4,3,5,20,5,-1,2,1,1,4,2,-1,-1,1,2,1,2,1,-1,-1,-1,2
1,25.799999,3,-1,90,5,-1,1,1,2,-1,1,4,2,1,2,-1,-1,2,2,-1,-1,-1
1,30.1,3,5,160,225,-1,1,1,1,7,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,28.700001,3,5,70,0,-1,2,2,1,2,1,2,2,1,2,-1,-1,2,-1,-1,-1,-1
2,30.4,3,5,40,0,-1,2,2,1,3,2,-1,-1,1,3,1,2,1,-1,2,2,2
1,31,3,-1,30,10,-1,2,1,1,3,1,1,2,1,1,1,2,1,-1,1,2,2
2,30,1,5,60,60,-1,2,1,1,3,1,2,2,1,1,1,2,1,-1,2,2,2
1,23.9,3,5,10,61,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,2,2
2,34,3,-1,165,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,24.4,3,5,165,15,-1,2,1,1,3,1,1,2,1,1,1,2,3,-1,1,2,2
2,36.900002,3,5,60,15,-1,1,1,2,-1,2,-1,-1,2,2,-1,-1,2,2,-1,-1,-1
1,30,1,5,120,10,-1,2,1,1,4,1,1,2,1,3,1,2,1,-1,1,2,2
1,25.1,3,5,80,0,-1,2,2,1,5,1,1,1,1,2,-1,-1,2,-1,-1,-1,-1
1,25.200001,3,-1,3,3,2,1,1,2,-1,1,1,1,1,1,2,2,1,1,1,1,-1
3,34.599998,3,5,90,0,-1,1,2,1,7,1,5,2,1,2,-1,-1,2,2,-1,-1,-1
